clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
"F Porterville , 93257 Truckers Mini Mart",559-783-8755 Hwy 65 W & Henderson,M,Porterville,93257,Truckers Mini Mart,559-783-8755,2006,Porterville,CA,,empty,,,,Hwy 65 W,Henderson,,,,False,False,439,False,,,,https://www.yellowpages.com/search?search_terms=559+783+8755,"truckmap search , https://maps.app.goo.gl/oe8AFnV3CViEC6p67",36.08686811790872,-119.03872700108508
F Tulare ( 93274 ) Roche Oil Mobil Mart,4 559-686-1230 CA 99 Exit 85 ( Paige Ave W ),M D <U+2610> <U+2610>,Tulare,93274,Roche Oil Mobil Mart,559-686-1230,2014,Tulare,CA,Mobil,Exit,85,85,,CA 99,,,,,False,True,440,True,,https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789,https://www.yelp.com/biz/mobil-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1230; https://www.yellowpages.com/search?search_terms=559+686+1230,,36.18311588545405,-119.330900766762
F Tulare ( 93274 ) Roche Oil Mobil ( Paige Mart Ave W ),559-686-1230 CA 99 Exit 85 (,S <U+25A1>,Tulare,93274,Roche Oil Mobil ( Paige Mart Ave W ),559-686-1230,2015,Tulare,CA,Mobil,Exit,85,85,,CA 99,,,,,False,True,440,True,,https://www.truckstopsandservices.com/location_details.php?id=44710; https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=44710,https://www.yelp.com/biz/mobil-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1230; https://www.yellowpages.com/search?search_terms=559+686+1230,,36.18311588545405,-119.330900766762
Tulare ( 93274 ) Roche Oil Mobil Mart,559-686-1230 CA 99 Exit 85 ( Paige Ave W ),S <U+2610> D,Tulare,93274,Roche Oil Mobil Mart,559-686-1230,2016,Tulare,CA,Mobil,Exit,85,85,,CA 99,,,,,False,True,440,True,,https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789,https://www.yelp.com/biz/mobil-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1230; https://www.yellowpages.com/search?search_terms=559+686+1230,,36.18311588545405,-119.330900766762
F Tulare ( 93274 ) Love's Travel Stop # 382 ),4 559-686-1400 CA 99 Exit 85 ( Paige Ave W ),24 LO,Tulare,93274,Love's Travel Stop # 382 ),559-686-1400,2014,Tulare,CA,Love's,Exit,85,85,,CA 99,,,,,True,True,441,True,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,https://www.yelp.com/biz/loves-travel-stop-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400,,36.180523,-119.330964
F Tulare ( 93274 ) Love's Travel Stop B NB # 382 / 106 SB ( Merritt ),559-686-1400 CA 99 Exit 85 (,<U+2610> LO,Tulare,93274,Love's Travel Stop B NB # 382 / 106 SB ( Merritt ),559-686-1400,2015,Tulare,CA,Love's,Exit,85,85,,CA 99,,,,,True,True,441,True,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,https://www.yelp.com/biz/loves-travel-stop-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400,,36.180523,-119.330964
F Tulare ( 93274 ) Love's Travel Stop # 382 ( Merritt ),559-686-1400 CA 99 Exit 85 ( Paige Ave W ),NAS 24 <U+2610> LO 24,Tulare,93274,Love's Travel Stop # 382 ( Merritt ),559-686-1400,2016,Tulare,CA,Love's,Exit,85,85,,CA 99,,,,,True,True,441,True,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,http://www.rvandtravelers.com/location_details.php?id=51575; https://www.truckstopsandservices.com/location_details.php?id=51575,https://www.yelp.com/biz/loves-travel-stop-tulare?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400; https://www.yellowpages.com/search?search_terms=559+686+1400,,36.180523,-119.330964
"F Tulare , 93274 Roche Oil )",559-686-5837 CA 99 Exit 85 ( Paige Rd ),M 000 000,Tulare,93274,Roche Oil ),559-686-5837,2006,Tulare,CA,,Exit,85,85,,CA 99,,,,,True,False,442,True,http://www.rvandtravelers.com/location_details.php?id=2789; https://www.truckstopsandservices.com/location_details.php?id=2789,https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789,,https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837,,36.183175,-119.330981
"F Tulare , 93274 Roche Oil ( Mobil )",4 559-686-5837 CA 99 Exit 85 ( Paige Rd ),M,Tulare,93274,Roche Oil ( Mobil ),559-686-5837,2007,Tulare,CA,Mobil,Exit,85,85,,CA 99,,,,,True,False,442,True,http://www.rvandtravelers.com/location_details.php?id=2789; https://www.truckstopsandservices.com/location_details.php?id=2789,https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789,,https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837,,36.183175,-119.330981
"Tulare , 93274 Roche Oil ( Mobil )",41559-686-5837 CA 99 Exit 85 ( Paige Rd ),M <U+25A1> <U+25A1>,Tulare,93274,Roche Oil ( Mobil ),559-686-5837,2008,Tulare,CA,Mobil,Exit,85,85,,CA 99,,,,,True,False,442,True,http://www.rvandtravelers.com/location_details.php?id=2789; https://www.truckstopsandservices.com/location_details.php?id=2789,https://www.truckstopsandservices.com/location_details.php?id=2789; http://www.rvandtravelers.com/location_details.php?id=2789,,https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837; https://www.yellowpages.com/search?search_terms=559+686+5837,,36.183175,-119.330981
"Bakersfield , 93307 Bruce's Truck Stop",661-366-5734 CA 58 & CA 184 ( Weedpatch Hwy N ),,Bakersfield,93307,Bruce's Truck Stop,661-366-5734,2006,Bakersfield,CA,,empty,,,,CA 58,CA 184,,,,False,False,443,False,,,,https://www.yellowpages.com/search?search_terms=661+366+5734,"mapquest, 8311 E Brundage Ln
Bakersfield, CA 93307",35.353927148875115,-118.9117827601022
"Bakersfield , 93307 Bruce's Truck Stop W )",661-366-5734 CA 58 & CA 184 ( Weedpatch,) HRS 24 XL,Bakersfield,93307,Bruce's Truck Stop W ),661-366-5734,2007,Bakersfield,CA,,empty,,,,CA 58,CA 184,,,,False,False,443,False,,,,https://www.yellowpages.com/search?search_terms=661+366+5734,"mapquest, 8311 E Brundage Ln
Bakersfield, CA 93307",35.353927148875115,-118.9117827601022
"Bakersfield , 93307 Bruce's Truck Stop",4 661-366-5734 CA 58 & CA 184 ( Weedpatch Hwy N ),24 XL,Bakersfield,93307,Bruce's Truck Stop,661-366-5734,2008,Bakersfield,CA,,empty,,,,CA 58,CA 184,,,,False,False,443,False,,,,https://www.yellowpages.com/search?search_terms=661+366+5734,"mapquest, 8311 E Brundage Ln
Bakersfield, CA 93307",35.353927148875115,-118.9117827601022
"Pumpkin Ctr , 93309 Mikuls Pumpkin Center Truck Terminal",661-832-5390 CA 99 Exit 18 ( CA 119 ),HRS 124 MO,Pumpkin Ctr,93309,Mikuls Pumpkin Center Truck Terminal,661-832-5390,2006,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,444,True,,,,https://www.yellowpages.com/search?search_terms=661+832+5390,,35.266705,-119.02696
Pumpkin Center ( 93313 ) Mikuls Pumpkin Ctr Truck Roost Terminal Rd ),651-832-5390 CA 99 Exit 18 ( CA 119 W ),D <U+25A1> <U+25A1> <U+2610> <U+25A1>,Pumpkin Center,93313,Mikuls Pumpkin Ctr Truck Roost Terminal Rd ),651-832-5390,2016,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,445,False,,,,https://www.yellowpages.com/search?search_terms=651+832+5390,,,
"Pumpkin Ctr , 93313 Mikuls Pumpkin Center Truck Rd )",661-832-5390 CA 99 Exit 18 ( CA Terminal,<U+25A1>,Pumpkin Ctr,93313,Mikuls Pumpkin Center Truck Rd ),661-832-5390,2007,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,446,True,,,,https://www.yellowpages.com/search?search_terms=661+832+5390,,35.266705,-119.02696
"Pumpkin Center , 93313 Mikuls Pumpkin Center Roost Truck Rd ) Terminal",661-832-5390 CA 99 Exit 18 ( CA 119 ),HRS <U+25A1> 20 <U+25A1> <U+25A1>,Pumpkin Center,93313,Mikuls Pumpkin Center Roost Truck Rd ) Terminal,661-832-5390,2008,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,446,True,,,,https://www.yellowpages.com/search?search_terms=661+832+5390,,35.266705,-119.02696
Pumpkin Center ( 93313 ) Mikuls Pumpkin Center Truck Terminal,4 661-832-5390 CA 99 Exit 18 ( CA 119 W ),<U+2610> <U+2610> <U+25A1>,Pumpkin Center,93313,Mikuls Pumpkin Center Truck Terminal,661-832-5390,2014,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,446,True,,,,https://www.yellowpages.com/search?search_terms=661+832+5390,,35.266705,-119.02696
Pumpkin Center ( 93313 ) Mikuls Pumpkin Center Truck Terminal,4 661-832-5390 CA 99 Exit 18 ( CA 119 W ),<U+2610> D,Pumpkin Center,93313,Mikuls Pumpkin Center Truck Terminal,661-832-5390,2015,Bakersfield,CA,,Exit,18,18,,CA 99,,,,,False,False,446,True,,,,https://www.yellowpages.com/search?search_terms=661+832+5390,,35.266705,-119.02696
"Paso Robles , 93446 San Paso Truck & Auto",3 805-238-7042 US 101 ( 3.5 mi N of CA 46 ),24 L,Paso Robles,93446,San Paso Truck & Auto,805-238-7042,2006,Paso Robles,CA,,empty,,,,US 101,,,,,False,False,447,False,,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,,https://www.yellowpages.com/search?search_terms=805+238+7042,,35.695798,-120.698605
"Paso Robles , 93446 San Paso Truck & Auto Ave )",805-238-7042 US 101 ( 4 mi N of CA 46 ),HRS 24 L,Paso Robles,93446,San Paso Truck & Auto Ave ),805-238-7042,2007,Paso Robles,CA,,empty,,,,US 101,,,,,False,False,447,False,,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,,https://www.yellowpages.com/search?search_terms=805+238+7042,,35.695798,-120.698605
"Paso Robles , 93446 San Paso Truck & Auto",3 805-238-7042 US 101 ( 4 mi N of CA 46 ),24 <U+2610>,Paso Robles,93446,San Paso Truck & Auto,805-238-7042,2008,Paso Robles,CA,,empty,,,,US 101,,,,,False,False,447,False,,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,,https://www.yellowpages.com/search?search_terms=805+238+7042,,35.695798,-120.698605
G Paso Robles ( 93446 ) Golden Hill Country Store ( 76 ),805-239-2190 CA 46 ( 1.5 mi E of US 101 ),24 <U+2610>,Paso Robles,93446,Golden Hill Country Store ( 76 ),805-239-2190,2014,Paso Robles,CA,,empty,,,,CA 46,,,,,True,True,447,True,http://www.rvandtravelers.com/location_details.php?id=16047; https://www.truckstopsandservices.com/location_details.php?id=16047,https://www.truckstopsandservices.com/location_details.php?id=16047; http://www.rvandtravelers.com/location_details.php?id=16047,https://www.yelp.com/biz/76-gas-station-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/golden-hill-country-store-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190,,35.645112,-120.658277
Paso Robles ( 93446 ) Golden Hill Country Store ) ( 76 ),3 805-239-2190 CA 46 ( 1.5 mi E of US ),24 <U+2610> <U+2610>,Paso Robles,93446,Golden Hill Country Store ) ( 76 ),805-239-2190,2015,Paso Robles,CA,,empty,,,,CA 46,,,,,True,True,447,True,http://www.rvandtravelers.com/location_details.php?id=16047; https://www.truckstopsandservices.com/location_details.php?id=16047,https://www.truckstopsandservices.com/location_details.php?id=16047; http://www.rvandtravelers.com/location_details.php?id=16047,https://www.yelp.com/biz/76-gas-station-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/golden-hill-country-store-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190,,35.645112,-120.658277
G Paso Robles ( 93446 ) Golden Hill Country Store Ave ) ( 76 ),3 805-239-2190 CA 46 ( 1.5 mi E of US ),24,Paso Robles,93446,Golden Hill Country Store Ave ) ( 76 ),805-239-2190,2016,Paso Robles,CA,,empty,,,,CA 46,,,,,True,True,447,True,http://www.rvandtravelers.com/location_details.php?id=16047; https://www.truckstopsandservices.com/location_details.php?id=16047,https://www.truckstopsandservices.com/location_details.php?id=16047; http://www.rvandtravelers.com/location_details.php?id=16047,https://www.yelp.com/biz/76-gas-station-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/golden-hill-country-store-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190; https://www.yellowpages.com/search?search_terms=805+239+2190,,35.645112,-120.658277
G Paso Robles ( 93446 ) San Paso Truck Stop ( 76 ),805-467-9999 US 101 ( 4 mi N of CA 46 ),HRS 24 XL <U+2610>,Paso Robles,93446,San Paso Truck Stop ( 76 ),805-467-9999,2014,Paso Robles,CA,,empty,,,,US 101,,,,,True,True,448,True,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.yelp.com/biz/san-paso-truck-stop-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999,,35.695798,-120.698605
Paso Robles ( 93446 ) San Paso Truck Stop ( 76 ),3 805-467-9999 US 101 ( 4 mi N of CA 46 ),24 XL <U+2610>,Paso Robles,93446,San Paso Truck Stop ( 76 ),805-467-9999,2015,Paso Robles,CA,,empty,,,,US 101,,,,,True,True,448,True,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.yelp.com/biz/san-paso-truck-stop-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999,,35.695798,-120.698605
Paso Robles ( 93446 ) San Paso Truck Stop US ( 76 101 ) ) .,3 805-467-9999 US 101 ( 4 mi N of CA 46 ),24 XL <U+2610> O,Paso Robles,93446,San Paso Truck Stop US ( 76 101 ) ) .,805-467-9999,2016,Paso Robles,CA,,empty,,,,US 101,,,,,True,True,448,True,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.truckstopsandservices.com/location_details.php?id=10320; http://www.rvandtravelers.com/location_details.php?id=10320,https://www.yelp.com/biz/san-paso-truck-stop-paso-robles?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999; https://www.yellowpages.com/search?search_terms=805+467+9999,,35.695798,-120.698605
"Pismo Beach , 93449 Miller's Unocal ( 76 / Conoco )",805-773-5727 US 101 & 4th St ( Pismo City E ),000,Pismo Beach,93449,Miller's Unocal ( 76 / Conoco ),805-773-5727,2006,Pismo Beach,CA,Conoco,empty,,,,US 101,4th St,,,,False,True,449,True,,,https://www.yelp.com/biz/76-pismo-beach?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727,,35.1362137569928,-120.623724895025
"Pismo Beach , 93449 Miller's Unocal ( 76 / Conoco US ) 395 )",805-773-5727 US 101 & 4th St (,000 000,Pismo Beach,93449,Miller's Unocal ( 76 / Conoco US ) 395 ),805-773-5727,2007,Pismo Beach,CA,Conoco,empty,,,,US 101,4th St,,,,False,True,449,True,,,https://www.yelp.com/biz/76-pismo-beach?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727,,35.1362137569928,-120.623724895025
"Pismo Beach , 93449 Miller's Unocal 112",3 805-773-5727 US 101 & 4th ( 76 / Conoco ),<U+2610> <U+2610> D,Pismo Beach,93449,Miller's Unocal 112,805-773-5727,2008,Pismo Beach,CA,,empty,,,,US 101,4th,,,,False,True,449,True,,,https://www.yelp.com/biz/76-pismo-beach?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727; https://www.yellowpages.com/search?search_terms=805+773+5727,,35.1362137569928,-120.623724895025
"Mojave , 93501 Speedway Travel Center",661-824-2800 16660 CA 14-58 ( N end ),MRS 24 M <U+2610> <U+2610> <U+2610>,Mojave,93501,Speedway Travel Center,661-824-2800,2008,Mojave,CA,Speedway,Proper,,,,CA 14-58,,,,,True,True,450,True,http://www.rvandtravelers.com/location_details.php?id=10294; https://www.truckstopsandservices.com/location_details.php?id=10294,,https://www.yelp.com/biz/archer-travel-center-mojave-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+824+2800; https://www.yellowpages.com/search?search_terms=661+824+2800; https://www.yellowpages.com/search?search_terms=661+824+2800,,35.063128000000006,-118.176933
Mojave ( 93501 ) Speedway Travel Center,661-824-2800 16660 CA 14-58 ( N end ),2.4 MOO <U+2610>,Mojave,93501,Speedway Travel Center,661-824-2800,2014,Mojave,CA,Speedway,Proper,,,,CA 14-58,,,,,True,True,450,True,http://www.rvandtravelers.com/location_details.php?id=10294; https://www.truckstopsandservices.com/location_details.php?id=10294,,https://www.yelp.com/biz/archer-travel-center-mojave-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+824+2800; https://www.yellowpages.com/search?search_terms=661+824+2800; https://www.yellowpages.com/search?search_terms=661+824+2800,,35.063128000000006,-118.176933
